
时间（s）	 地心距（m）	 经度（rad）	 纬度（rad）	 速度（m/s）	 弹道倾角（rad）	 弹道偏角（rad）	  纵向距离（m）	 侧向距离（m）	 地面高度（m）
18.000000	6379969.799364	0.423089	-0.007854	293.144788	0.771166	4.712391	2698461.618268	-50092.693416	1969.799364
18.100000	6379990.230732	0.423086	-0.007854	294.971696	0.768889	4.712391	2698440.602744	-50092.693377	1990.230732
18.200000	6380010.741216	0.423082	-0.007854	296.798773	0.766622	4.712391	2698419.409574	-50092.693336	2010.741216
18.300000	6380031.330323	0.423079	-0.007854	298.625970	0.764363	4.712391	2698398.038473	-50092.693294	2031.330323
18.400000	6380051.997559	0.423076	-0.007854	300.453237	0.762114	4.712391	2698376.489160	-50092.693252	2051.997559
18.500000	6380072.742429	0.423072	-0.007854	302.280525	0.759875	4.712391	2698354.761363	-50092.693208	2072.742429
18.600000	6380093.564435	0.423069	-0.007854	304.107784	0.757644	4.712391	2698332.854814	-50092.693164	2093.564435
18.700000	6380114.463077	0.423065	-0.007854	305.934965	0.755422	4.712391	2698310.769253	-50092.693119	2114.463077
18.800000	6380135.437856	0.423062	-0.007854	307.762019	0.753209	4.712391	2698288.504425	-50092.693072	2135.437856
18.900000	6380156.488267	0.423058	-0.007854	309.588897	0.751005	4.712391	2698266.060083	-50092.693025	2156.488267
19.000000	6380177.613805	0.423055	-0.007854	311.415550	0.748810	4.712391	2698243.435983	-50092.692977	2177.613805
19.100000	6380198.813966	0.423051	-0.007854	313.241930	0.746623	4.712391	2698220.631892	-50092.692927	2198.813966
19.200000	6380220.088239	0.423048	-0.007854	315.067988	0.744446	4.712391	2698197.647579	-50092.692877	2220.088239
19.300000	6380241.436116	0.423044	-0.007854	316.893677	0.742276	4.712391	2698174.482821	-50092.692826	2241.436116
19.400000	6380262.857086	0.423040	-0.007854	318.718947	0.740115	4.712391	2698151.137401	-50092.692773	2262.857086
19.500000	6380284.350634	0.423037	-0.007854	320.543752	0.737963	4.712391	2698127.611110	-50092.692720	2284.350634
19.600000	6380305.916247	0.423033	-0.007854	322.368045	0.735819	4.712391	2698103.903741	-50092.692665	2305.916247
19.700000	6380327.553409	0.423029	-0.007854	324.195442	0.733683	4.712391	2698080.015098	-50092.692609	2327.553409
19.800000	6380349.261847	0.423025	-0.007854	326.026158	0.731555	4.712391	2698055.944714	-50092.692552	2349.261847
19.900000	6380371.041305	0.423022	-0.007854	327.860200	0.729436	4.712391	2698031.692112	-50092.692494	2371.041305
20.000000	6380392.891525	0.423018	-0.007854	329.697573	0.727325	4.712391	2698007.256813	-50092.692435	2392.891525
20.100000	6380414.812253	0.423014	-0.007854	331.538282	0.725222	4.712391	2697982.638342	-50092.692375	2414.812253
20.200000	6380436.803234	0.423010	-0.007854	333.382335	0.723127	4.712391	2697957.836221	-50092.692313	2436.803234
20.300000	6380458.864211	0.423006	-0.007854	335.229736	0.721039	4.712392	2697932.849976	-50092.692250	2458.864211
20.400000	6380480.994931	0.423002	-0.007854	337.080492	0.718960	4.712392	2697907.679129	-50092.692186	2480.994931
