
时间（s）	 地心距（m）	 经度（rad）	 纬度（rad）	 速度（m/s）	 弹道倾角（rad）	 弹道偏角（rad）	  纵向距离（m）	 侧向距离（m）	 地面高度（m）
1005.200000	6398000.000000	0.037825	0.017453	240.000000	0.000000	0.000000	241248.000000	111317.099692	20000.000000
1005.300000	6398000.000000	0.037829	0.017453	240.000000	0.000000	0.000000	241272.000000	111317.099692	20000.000000
1005.400000	6398000.000000	0.037833	0.017453	240.000000	0.000000	0.000000	241296.000000	111317.099692	20000.000000
1005.500000	6398000.000000	0.037836	0.017453	240.000000	0.000000	0.000000	241320.000000	111317.099692	20000.000000
1005.600000	6398000.000000	0.037840	0.017453	240.000000	0.000000	0.000000	241344.000000	111317.099692	20000.000000
1005.700000	6398000.000000	0.037844	0.017453	240.000000	0.000000	0.000000	241368.000000	111317.099692	20000.000000
1005.800000	6398000.000000	0.037848	0.017453	240.000000	0.000000	0.000000	241392.000000	111317.099692	20000.000000
1005.900000	6398000.000000	0.037851	0.017453	240.000000	0.000000	0.000000	241416.000000	111317.099692	20000.000000
1006.000000	6398000.000000	0.037855	0.017453	240.000000	0.000000	0.000000	241440.000000	111317.099692	20000.000000
1006.100000	6398000.000000	0.037859	0.017453	240.000000	0.000000	0.000000	241464.000000	111317.099692	20000.000000
1006.200000	6398000.000000	0.037863	0.017453	240.000000	0.000000	0.000000	241488.000000	111317.099692	20000.000000
1006.300000	6398000.000000	0.037866	0.017453	240.000000	0.000000	0.000000	241512.000000	111317.099692	20000.000000
1006.400000	6398000.000000	0.037870	0.017453	240.000000	0.000000	0.000000	241536.000000	111317.099692	20000.000000
1006.500000	6398000.000000	0.037874	0.017453	240.000000	0.000000	0.000000	241560.000000	111317.099692	20000.000000
1006.600000	6398000.000000	0.037878	0.017453	240.000000	0.000000	0.000000	241584.000000	111317.099692	20000.000000
1006.700000	6398000.000000	0.037881	0.017453	240.000000	0.000000	0.000000	241608.000000	111317.099692	20000.000000
1006.800000	6398000.000000	0.037885	0.017453	240.000000	0.000000	0.000000	241632.000000	111317.099692	20000.000000
1006.900000	6398000.000000	0.037889	0.017453	240.000000	0.000000	0.000000	241656.000000	111317.099692	20000.000000
1007.000000	6398000.000000	0.037893	0.017453	240.000000	0.000000	0.000000	241680.000000	111317.099692	20000.000000
1007.100000	6398000.000000	0.037897	0.017453	240.000000	0.000000	0.000000	241704.000000	111317.099692	20000.000000
1007.200000	6398000.000000	0.037900	0.017453	240.000000	0.000000	0.000000	241728.000000	111317.099692	20000.000000
1007.300000	6398000.000000	0.037904	0.017453	240.000000	0.000000	0.000000	241752.000000	111317.099692	20000.000000
1007.400000	6398000.000000	0.037908	0.017453	240.000000	0.000000	0.000000	241776.000000	111317.099692	20000.000000
1007.500000	6398000.000000	0.037912	0.017453	240.000000	0.000000	0.000000	241800.000000	111317.099692	20000.000000
1007.600000	6398000.000000	0.037915	0.017453	240.000000	0.000000	0.000000	241824.000000	111317.099692	20000.000000
1007.700000	6398000.000000	0.037919	0.017453	240.000000	0.000000	0.000000	241848.000000	111317.099692	20000.000000
1007.800000	6398000.000000	0.037923	0.017453	240.000000	0.000000	0.000000	241872.000000	111317.099692	20000.000000
1007.900000	6398000.000000	0.037927	0.017453	240.000000	0.000000	0.000000	241896.000000	111317.099692	20000.000000
1008.000000	6398000.000000	0.037930	0.017453	240.000000	0.000000	0.000000	241920.000000	111317.099692	20000.000000
1008.100000	6398000.000000	0.037934	0.017453	240.000000	0.000000	0.000000	241944.000000	111317.099692	20000.000000
1008.200000	6398000.000000	0.037938	0.017453	240.000000	0.000000	0.000000	241968.000000	111317.099692	20000.000000
1008.300000	6398000.000000	0.037942	0.017453	240.000000	0.000000	0.000000	241992.000000	111317.099692	20000.000000
1008.400000	6398000.000000	0.037945	0.017453	240.000000	0.000000	0.000000	242016.000000	111317.099692	20000.000000
1008.500000	6398000.000000	0.037949	0.017453	240.000000	0.000000	0.000000	242040.000000	111317.099692	20000.000000
1008.600000	6398000.000000	0.037953	0.017453	240.000000	0.000000	0.000000	242064.000000	111317.099692	20000.000000
1008.700000	6398000.000000	0.037957	0.017453	240.000000	0.000000	0.000000	242088.000000	111317.099692	20000.000000
1008.800000	6398000.000000	0.037960	0.017453	240.000000	0.000000	0.000000	242112.000000	111317.099692	20000.000000
1008.900000	6398000.000000	0.037964	0.017453	240.000000	0.000000	0.000000	242136.000000	111317.099692	20000.000000
1009.000000	6398000.000000	0.037968	0.017453	240.000000	0.000000	0.000000	242160.000000	111317.099692	20000.000000
1009.100000	6398000.000000	0.037972	0.017453	240.000000	0.000000	0.000000	242184.000000	111317.099692	20000.000000
