
时间（s）	 地心距（m）	 经度（rad）	 纬度（rad）	 速度（m/s）	 弹道倾角（rad）	 弹道偏角（rad）	  纵向距离（m）	 侧向距离（m）	 地面高度（m）
320.800000	6429518.855077	0.203337	0.017049	5264.718801	-0.048916	1.574855	1296883.386000	108738.522000	51518.855077
320.900000	6429493.112669	0.203419	0.017049	5264.728649	-0.048985	1.574857	1297406.382000	108738.522000	51493.112669
321.000000	6429467.333855	0.203501	0.017048	5264.738420	-0.049054	1.574858	1297929.378000	108732.144000	51467.333855
321.100000	6429441.518670	0.203582	0.017048	5264.748113	-0.049123	1.574860	1298445.996000	108732.144000	51441.518670
321.200000	6429415.667147	0.203664	0.017048	5264.757727	-0.049192	1.574861	1298968.992000	108732.144000	51415.667147
321.300000	6429389.779323	0.203746	0.017047	5264.767262	-0.049261	1.574863	1299491.988000	108725.766000	51389.779323
321.400000	6429363.855231	0.203828	0.017047	5264.776716	-0.049329	1.574865	1300014.984000	108725.766000	51363.855231
321.500000	6429337.894908	0.203910	0.017047	5264.786089	-0.049398	1.574866	1300537.980000	108725.766000	51337.894908
321.600000	6429311.898388	0.203991	0.017046	5264.795380	-0.049467	1.574868	1301054.598000	108719.388000	51311.898388
321.700000	6429285.865706	0.204073	0.017046	5264.804588	-0.049535	1.574870	1301577.594000	108719.388000	51285.865706
321.800000	6429259.796900	0.204155	0.017046	5264.813713	-0.049604	1.574871	1302100.590000	108719.388000	51259.796900
321.900000	6429233.692004	0.204237	0.017045	5264.822753	-0.049673	1.574873	1302623.586000	108713.010000	51233.692004
322.000000	6429207.551055	0.204319	0.017045	5264.831707	-0.049741	1.574875	1303146.582000	108713.010000	51207.551055
322.100000	6429181.374089	0.204400	0.017045	5264.840575	-0.049809	1.574876	1303663.200000	108713.010000	51181.374089
322.200000	6429155.161143	0.204482	0.017044	5264.849356	-0.049878	1.574878	1304186.196000	108706.632000	51155.161143
